city,2019,2020,2023,2020_change_rate,2023_change_rate,change,name
221,0.381890759,0.475609344,0.471308422,0.09371858499999997,-0.004300921999999985,u-s,桂林市
222,0.607567737,0.357284183,0.492552596,-0.250283554,0.13526841300000003,d-u,梧州市
223,0.565370241,0.400540641,0.505200357,-0.16482960000000002,0.10465971600000001,d-u,北海市
224,0.31750687,0.475096914,0.460156071,0.15759004399999998,-0.014940842999999981,u-s,防城港市
225,0.593050271,0.559622581,0.509135862,-0.03342769000000001,-0.0504867189999999,s-d,钦州市
226,0.429822701,0.190241458,0.473076783,-0.23958124299999997,0.28283532499999997,d-u,贵港市
227,0.56357237,0.368354702,0.575352482,-0.19521766800000007,0.20699778000000002,d-u,玉林市
228,0.336443364,0.286465271,0.518582224,-0.049978093,0.23211695299999996,s-u,百色市
229,0.539334642,0.366072388,0.459792857,-0.173262254,0.09372046899999997,d-u,贺州市
230,0.372186934,0.500291192,0.50827648,0.12810425800000003,0.00798528799999998,u-s,河池市
231,0.289711881,0.571668685,0.244306356,0.281956804,-0.327362329,u-d,来宾市
232,0.495511567,0.647804028,0.545759198,0.15229246100000005,-0.10204483000000009,u-d,崇左市
233,0.520301391,0.585555447,0.438453099,0.065254056,-0.14710234799999994,u-d,海口市
234,0.376945573,0.21119387,0.178467085,-0.16575170299999997,-0.03272678500000001,d-s,三亚市
235,0.560800539,0.392025684,0.336882981,-0.16877485500000006,-0.05514270299999996,d-d,儋州市
236,0.048069881,0.0,0.521819239,-0.048069881,0.521819239,s-u,五指山市
237,0.308690612,0.330844406,0.242275672,0.022153794000000004,-0.08856873399999998,s-d,琼海市
238,0.21013677,0.012775513,0.275771232,-0.197361257,0.26299571899999996,d-u,文昌市
239,0.324033983,0.193061116,0.392807679,-0.13097286700000002,0.19974656300000002,d-u,万宁市
240,0.559078601,0.12013687,0.301321428,-0.43894173099999995,0.181184558,d-u,东方市
241,0.04144972,0.046978282,0.079015659,0.005528562000000001,0.032037377,s-s,定安县
242,0.396114492,0.096627458,0.042838858,-0.299487034,-0.0537886,d-d,屯昌县
243,0.329131997,0.639764261,0.222430146,0.31063226399999994,-0.41733411499999995,u-d,澄迈县
244,0.104249904,0.711458527,0.080706896,0.607208623,-0.630751631,u-d,临高县
245,0.141869771,0.0,0.0,-0.141869771,0.0,d-s,白沙黎族自治县
246,0.219907867,0.710344632,0.240249114,0.490436765,-0.47009551799999993,u-d,昌江黎族自治县
247,0.895011288,0.0,0.779859272,-0.895011288,0.779859272,d-u,乐东黎族自治县
248,0.882832628,0.314134872,0.728278378,-0.5686977559999999,0.41414350599999994,d-u,陵水黎族自治县
249,0.464385128,0.229118885,0.306877574,-0.23526624299999999,0.07775868899999999,d-u,保亭黎族苗族自治县
250,0.19009286,0.043006472,0.38659168,-0.147086388,0.343585208,d-u,琼中黎族苗族自治县
251,0.52051973,0.456188704,0.448057695,-0.06433102599999996,-0.008131009000000022,d-s,重庆市
252,0.527712009,0.564801703,0.490460901,0.03708969399999995,-0.07434080199999998,s-d,成都市
253,0.618008939,0.440373367,0.570231032,-0.17763557199999996,0.129857665,d-u,自贡市
254,0.274969949,0.014845709,0.133987992,-0.26012424,0.119142283,d-u,攀枝花市
255,0.645655569,0.42898491,0.640011374,-0.216670659,0.21102646399999997,d-u,泸州市
256,0.443010165,0.372710824,0.489297535,-0.07029934100000002,0.11658671100000001,d-u,德阳市
257,0.518678693,0.467808232,0.511904295,-0.05087046100000003,0.04409606300000002,d-s,绵阳市
258,0.494146503,0.282708011,0.386389676,-0.21143849200000003,0.10368166500000003,d-u,广元市
259,0.572750865,0.530026456,0.458814022,-0.042724409000000074,-0.07121243399999999,s-d,遂宁市
260,0.530613899,0.409656478,0.558315523,-0.12095742100000001,0.148659045,d-u,内江市
261,0.537965967,0.291279921,0.382915586,-0.246686046,0.09163566499999998,d-u,乐山市
262,0.581470313,0.44681728,0.566065327,-0.13465303299999998,0.11924804700000002,d-u,南充市
263,0.498013351,0.359493823,0.401346021,-0.138519528,0.04185219800000001,d-s,眉山市
264,0.649303547,0.538087011,0.50968106,-0.11121653600000003,-0.028405950999999985,d-s,宜宾市
265,0.607706551,0.747098554,0.578669569,0.139392003,-0.16842898500000003,u-d,广安市
266,0.611110051,0.581951465,0.52122082,-0.029158586000000097,-0.060730644999999917,s-d,达州市
267,0.367753148,0.141318547,0.186666701,-0.22643460099999999,0.045348154,d-s,雅安市
268,0.579790437,0.325217239,0.667588483,-0.254573198,0.34237124399999996,d-u,巴中市
269,0.473670768,0.593472206,0.377795299,0.11980143799999993,-0.21567690699999997,u-d,资阳市
270,0.704309954,0.209187645,0.302045425,-0.495122309,0.09285777999999997,d-u,阿坝藏族羌族自治州
271,0.579738907,0.563819259,0.519016904,-0.01591964800000001,-0.04480235499999996,s-s,甘孜藏族自治州
272,0.68842541,0.507891957,0.23840391,-0.180533453,-0.269488047,d-d,凉山彝族自治州
273,0.411595779,0.61353849,0.428057127,0.20194271100000005,-0.18548136300000007,u-d,贵阳市
274,0.446634603,0.14412238,0.248600229,-0.302512223,0.10447784900000001,d-u,六盘水市
275,0.568358346,0.561619701,0.519659743,-0.0067386449999999876,-0.041959958000000075,s-s,遵义市
276,0.55070319,0.54013768,0.448870496,-0.010565510000000056,-0.09126718399999995,s-d,安顺市
277,0.571999923,0.558149218,0.248789181,-0.013850705000000074,-0.3093600369999999,s-d,毕节市
278,0.588718876,0.385041371,0.399903538,-0.20367750499999993,0.014862166999999982,d-s,铜仁市
279,0.647481806,0.584877174,0.271832906,-0.062604632,-0.31304426800000007,d-d,黔西南布依族苗族自治州
280,0.473098936,0.440002478,0.289233853,-0.03309645800000005,-0.150768625,s-d,黔东南苗族侗族自治州
281,0.565765879,0.520750479,0.414944023,-0.04501539999999993,-0.10580645600000005,s-d,黔南布依族苗族自治州
282,0.411008782,0.575008951,0.40911917,0.16400016900000003,-0.16588978100000007,u-d,昆明市
283,0.329409424,0.4366133,0.218972862,0.10720387599999998,-0.217640438,u-d,曲靖市
284,0.459028079,0.304221875,0.2492188,-0.154806204,-0.055003074999999985,d-d,玉溪市
285,0.290937362,0.065202177,0.029703952,-0.22573518499999998,-0.035498225,d-s,保山市
286,0.313021154,0.532061055,0.189319595,0.21903990099999998,-0.34274146,u-d,昭通市
